N,ns/op
2200.0,0.940364
2000.0,0.927206
700.0,1.110218
2500.0,1.045587
2900.0,1.011547
2900.0,0.911107
4800.0,0.891057
500.0,1.064002
2000.0,0.989413
200.0,0.887721
2400.0,0.871059
1800.0,1.039565
1400.0,1.015374
4900.0,0.907977
600.0,0.990936
3900.0,1.030415
2500.0,1.033556
1700.0,1.003944
4300.0,0.915211
1100.0,0.983623
500.0,0.88435
2100.0,1.041653
600.0,1.047005
3100.0,0.907973
3100.0,0.964761
200.0,1.123414
1100.0,1.05865
600.0,1.068037
4900.0,1.019286
100.0,1.331775
3900.0,0.938858
2700.0,1.017696
1400.0,1.041803
4100.0,0.934305
1400.0,0.95636
4700.0,0.87403
4500.0,0.96064
1100.0,1.064057
300.0,0.858334
1300.0,1.095552
3200.0,0.874399
3400.0,0.885135
1600.0,1.020081
1300.0,1.025972
4900.0,0.866761
2500.0,0.925596
1600.0,1.064367
900.0,0.892313
300.0,0.910388
100.0,1.018438
400.0,0.949113
1200.0,1.073303
4000.0,0.902859
4500.0,0.902849
4400.0,0.873317
4600.0,0.969665
4200.0,1.010287
200.0,0.844821
300.0,0.924795
2900.0,0.881665
4900.0,0.879724
1500.0,0.964906
2900.0,0.903845
3000.0,0.963053
3900.0,0.977306
1700.0,1.049929
1200.0,1.044956
4800.0,0.947387
600.0,0.957026
1200.0,1.054657
3400.0,0.975063
2900.0,1.037149
4100.0,0.933586
1100.0,1.017776
4800.0,0.862747
1800.0,1.053897
3700.0,0.990053
1300.0,1.008653
2700.0,0.876098
600.0,0.921971
900.0,0.894764
3100.0,0.924452
4300.0,0.888691
4300.0,0.881778
1200.0,0.895239
4800.0,0.877612
400.0,0.960988
1000.0,0.955713
2200.0,1.055934
3600.0,0.890306
300.0,0.873271
200.0,1.253284
1500.0,0.876484
1400.0,0.965131
800.0,1.02574
4900.0,0.915903
1100.0,0.968621
500.0,0.95982
2900.0,1.03709
4900.0,0.929989
1500.0,1.019086
4100.0,0.998954
3100.0,0.900098
1500.0,1.05406
3800.0,0.864131
2200.0,1.039463
1300.0,0.908746
2600.0,0.883126
700.0,0.954032
900.0,1.044176
800.0,0.966993
1900.0,0.878671
1400.0,0.928106
2100.0,1.049559
3200.0,0.944976
2600.0,1.058118
600.0,1.075368
2000.0,0.89929
2600.0,1.050365
300.0,1.115728
2200.0,0.917798
2800.0,0.953024
1800.0,1.052006
2100.0,1.051885
2100.0,0.882103
4000.0,0.986666
1700.0,0.926133
3100.0,0.861188
4800.0,0.978838
500.0,1.093794
4200.0,0.983962
4100.0,0.979351
2400.0,1.036981
3500.0,0.890164
300.0,0.862837
1500.0,0.944882
1100.0,1.01109
200.0,0.843852
2500.0,0.939996
100.0,1.000273
2200.0,1.068829
4900.0,0.924805
3600.0,0.965609
3200.0,1.076549
2400.0,0.961816
900.0,1.023183
2600.0,1.038352
3600.0,1.025905
4000.0,1.041617
2700.0,0.971043
1800.0,0.897888
2700.0,0.913326
4900.0,0.87635
400.0,0.953024
2800.0,0.883147
1500.0,1.06283
600.0,0.919157
2600.0,0.86324
4600.0,0.887445
3100.0,1.04567
3900.0,0.904633
2000.0,0.873784
2300.0,0.878474
3600.0,0.998871
4100.0,1.003862
2700.0,0.952185
4200.0,1.035636
1100.0,1.023688
700.0,1.022073
1500.0,1.058411
2100.0,0.992467
1000.0,1.008984
1500.0,0.956666
4000.0,0.864363
2500.0,1.00414
4300.0,0.87783
2000.0,0.943892
2800.0,0.868233
4700.0,0.933346
2600.0,0.902137
2700.0,1.032908
3600.0,0.9755
1900.0,1.049309
3600.0,1.035102
1000.0,1.004972
700.0,1.076792
4900.0,0.931632
2300.0,1.034224
3100.0,0.962493
1700.0,0.990993
4200.0,0.966864
200.0,1.069734
4600.0,0.880168
1800.0,0.956727
500.0,0.873848
1300.0,0.887049
400.0,0.879308
3100.0,0.872738
3100.0,0.987243
500.0,1.057386
3400.0,1.04955
4200.0,0.97331
600.0,1.07566
1300.0,0.943314
1200.0,0.997695
2400.0,0.91931
3200.0,0.964391
500.0,0.909547
1100.0,1.039544
1300.0,1.033237
4500.0,0.99304
2900.0,0.919956
4600.0,0.976072
4200.0,1.00502
4000.0,0.924411
400.0,1.063066
900.0,1.053035
4600.0,0.953171
4800.0,0.975083
4100.0,0.993338
3400.0,0.951484
1900.0,1.0481
3000.0,0.961127
4100.0,0.931619
3800.0,0.979044
2500.0,1.064832
3500.0,1.009405
300.0,1.037439
200.0,0.957208
4100.0,0.861579
3200.0,0.930456
1000.0,0.909566
3700.0,0.907416
1200.0,0.991231
1600.0,0.866127
2500.0,0.955385
1500.0,1.050821
2200.0,0.874501
400.0,0.882891
4300.0,0.981142
800.0,0.906075
4000.0,0.860228
4700.0,0.886177
4600.0,0.961739
4100.0,0.97011
1300.0,1.090595
200.0,1.064937
1300.0,1.048604
1300.0,0.885013
4500.0,0.875064
1400.0,0.928377
400.0,0.885663
4400.0,0.870927
3400.0,0.900592
3300.0,0.89704
1700.0,1.012625
4600.0,0.893568
2800.0,1.029304
2800.0,0.864005
4900.0,0.90035
3000.0,1.028064
4900.0,0.944457
3500.0,0.985717
1600.0,1.031664
2500.0,1.005502
1400.0,1.039964
4000.0,0.905452
200.0,0.867532
4000.0,0.870225
1800.0,1.055401
3400.0,0.86616
3000.0,0.924618
2000.0,0.909845
900.0,0.914753
2300.0,0.937159
3900.0,0.9466
4300.0,0.977902
3800.0,1.030386
2300.0,1.023674
1700.0,1.049161
4200.0,0.978141
800.0,1.002566
4200.0,1.087641
3400.0,0.914862
400.0,0.954247
1600.0,0.938707
2500.0,0.932528
3900.0,0.90824
800.0,0.938163
600.0,0.900187
3300.0,0.914821
1400.0,0.942321
1200.0,0.894017
3900.0,0.980306
2700.0,1.035606
3600.0,1.055291
3000.0,0.963328
1000.0,1.014677
1400.0,1.054335
2900.0,1.027635
1700.0,0.905748
1000.0,1.035326
2100.0,0.9288
2300.0,0.975927
2600.0,0.936004
2200.0,0.941098
1900.0,0.883117
2300.0,0.950044
3600.0,0.88571
4200.0,1.021132
3900.0,0.957198
800.0,1.094116
2100.0,1.050488
4100.0,1.009203
4900.0,0.97461
4200.0,0.970532
1200.0,0.909757
4800.0,0.897643
2100.0,0.887034
3700.0,0.876496
1200.0,1.037111
4900.0,0.866575
1900.0,0.874092
4200.0,0.986319
3500.0,0.878079
4700.0,0.872878
3500.0,0.938634
1800.0,0.981648
3300.0,0.958797
4600.0,0.917431
900.0,0.984682
4600.0,0.904971
1400.0,1.039829
1700.0,0.934515
2700.0,0.883495
700.0,0.949825
1100.0,0.893104
4400.0,0.891517
4700.0,0.891715
400.0,1.001356
600.0,1.087245
1800.0,0.909373
2400.0,1.03647
4600.0,0.99501
4100.0,0.929794
100.0,1.229355
3200.0,0.894327
3300.0,0.984121
2100.0,1.049595
300.0,1.041963
3800.0,0.973858
1800.0,1.063879
2300.0,0.928149
4400.0,0.93415
1500.0,1.048003
4300.0,0.873155
4300.0,0.99301
200.0,1.060185
4800.0,0.988336
3500.0,1.014189
2700.0,0.950504
1100.0,1.027711
3500.0,0.957895
500.0,1.102708
500.0,1.054199
3200.0,0.965771
100.0,1.066052
2200.0,1.046967
3700.0,0.993637
2300.0,0.92334
4400.0,1.034755
1800.0,1.04675
1400.0,1.030558
3500.0,0.99887
4500.0,0.866825
1200.0,1.017414
4600.0,0.861374
3500.0,0.974224
2800.0,1.019268
2200.0,1.051612
2800.0,0.921925
700.0,1.112534
3900.0,0.996069
1800.0,0.968085
1200.0,1.021227
700.0,1.06424
2000.0,1.052918
2300.0,1.037007
700.0,1.048906
2000.0,0.990565
2400.0,0.997687
2500.0,1.03778
2100.0,0.983897
1800.0,0.952944
2300.0,0.96006
2400.0,1.005468
1200.0,1.052632
2800.0,0.922526
1900.0,0.872321
600.0,0.932468
2600.0,0.944948
2100.0,0.997487
4200.0,0.956449
400.0,1.054965
100.0,1.12712
1300.0,1.046424
1100.0,1.054952
500.0,1.066353
2000.0,0.861698
1700.0,1.050372
1100.0,1.014169
1400.0,0.969746
3100.0,1.017057
3400.0,1.048685
2800.0,1.013373
4400.0,0.981405
2900.0,0.892594
2800.0,0.901681
2700.0,0.974319
3100.0,0.94389
2000.0,1.047942
600.0,1.07963
2900.0,0.931289
2100.0,0.992903
600.0,1.004855
4300.0,1.010095
4200.0,0.909031
400.0,1.074564
900.0,1.066264
3300.0,0.968363
1300.0,1.015149
1000.0,1.051367
3000.0,0.890026
500.0,1.057559
1500.0,1.047914
1800.0,1.045445
1800.0,0.896576
4500.0,1.004083
3500.0,0.876586
2800.0,0.913247
500.0,0.926485
4700.0,0.863316
2500.0,0.964198
1000.0,1.017512
100.0,1.063821
700.0,1.06147
3200.0,0.95576
700.0,0.984933
800.0,1.059757
3900.0,1.008302
4100.0,0.998604
4600.0,0.887604
1800.0,0.969477
1100.0,0.888164
4800.0,0.881028
100.0,1.058985
4600.0,0.864367
3800.0,1.002425
1000.0,1.079255
1200.0,1.061106
4800.0,0.864157
4100.0,0.877386
3200.0,0.882366
3800.0,0.896481
1700.0,1.029047
2100.0,1.089177
3500.0,0.943116
2500.0,0.922122
4000.0,0.949569
4900.0,0.973181
4200.0,0.977159
800.0,0.990758
2100.0,0.895058
3300.0,1.017413
1100.0,1.053603
4300.0,0.907316
1300.0,0.94424
600.0,0.935195
4300.0,0.870133
3100.0,0.877026
1100.0,1.014588
300.0,1.005267
4400.0,0.894007
4000.0,0.960662
600.0,1.076117
1800.0,0.955192
3700.0,1.023367
1700.0,1.048839
2400.0,1.031373
600.0,1.01744
1000.0,1.033265
500.0,1.086114
2200.0,1.043223
2200.0,1.039974
900.0,1.06504
1000.0,0.987538
4000.0,0.937394
1900.0,1.063773
4900.0,0.961679
500.0,0.969533
2400.0,1.037021
500.0,0.95743
2300.0,1.03656
2800.0,0.916417
4700.0,0.991094
300.0,1.062858
900.0,1.104126
1900.0,0.992329
2800.0,0.925349
900.0,1.009642
2400.0,0.891875
600.0,0.938065
2600.0,0.944465
400.0,0.935971
1400.0,1.066798
4500.0,0.993669
3900.0,0.877836
3900.0,0.881457
3900.0,0.934797
400.0,1.073344
1200.0,1.051717
2100.0,1.022082
4800.0,0.976011
4600.0,0.878323
4200.0,0.88273
1500.0,1.028583
4600.0,0.931879
2100.0,1.019366
2900.0,0.921189
3700.0,1.035783
1400.0,1.04697
3300.0,0.99946
3100.0,1.002893
4400.0,0.933912
3700.0,1.016224
4900.0,1.019134
1000.0,1.08988
4000.0,0.920661
3600.0,0.98249
4900.0,0.936481
200.0,1.057356
4700.0,0.98111
2000.0,1.02552
1400.0,1.065042
400.0,1.044022
4900.0,0.951137
3800.0,0.965571
2000.0,0.942399
300.0,1.015014
1800.0,0.899676
3200.0,0.874627
4000.0,0.889286
1000.0,0.958543
3200.0,0.976488
4300.0,0.967493
1800.0,1.064848
2900.0,0.979328
4500.0,0.967025
2000.0,1.049769
4300.0,0.978325
4900.0,0.993854
1800.0,1.071719
2800.0,1.003727
100.0,1.13704
4900.0,0.870199
1900.0,0.953696
1000.0,1.010087
300.0,1.062171
2400.0,0.877591
500.0,0.934409
800.0,1.064217
3200.0,0.877297
2400.0,1.010901
3800.0,1.007916
3500.0,0.899815
2200.0,1.041072
3500.0,1.020836
1700.0,0.914657
4400.0,0.858273
4900.0,0.878406
4400.0,1.012794
4900.0,0.878623
1300.0,0.987039
3000.0,0.900783
1400.0,1.037656
1100.0,0.939668
2000.0,0.982373
1000.0,1.036341
1700.0,1.051449
4200.0,0.889807
3900.0,0.905943
2600.0,0.873412
300.0,0.968972
3900.0,0.859213
1200.0,0.950984
3300.0,0.882924
4100.0,0.90337
1500.0,1.041836
4700.0,0.874623
200.0,1.069657
4100.0,0.97667
3700.0,1.015908
3400.0,0.938202
4800.0,0.945519
3300.0,1.031359
4800.0,1.005223
2800.0,0.917766
2500.0,0.948857
200.0,0.889659
1900.0,1.045114
3400.0,0.974736
1900.0,1.035904
3800.0,1.004424
1900.0,1.050249
2500.0,0.928011
500.0,0.931011
900.0,1.055825
500.0,1.081685
4400.0,0.995359
4400.0,0.882627
4900.0,0.872079
300.0,0.883201
1700.0,0.936241
4300.0,1.0314
4500.0,0.926401
2600.0,0.982679
2200.0,1.042635
1000.0,1.067674
3000.0,1.028199
2800.0,0.887703
3400.0,0.968939
400.0,1.067551
1600.0,1.057397
3100.0,0.912719
800.0,1.056652
1900.0,1.067286
3300.0,1.00911
3500.0,1.041793
3400.0,0.965273
2600.0,1.054584
3000.0,1.015466
2300.0,0.95093
200.0,1.097719
4100.0,1.026668
1700.0,0.972429
4300.0,0.85901
3700.0,1.016944
4200.0,0.882935
1500.0,0.983732
2300.0,1.02995
3800.0,0.86222
1200.0,1.012217
2200.0,0.960691
4000.0,0.938305
3500.0,1.028577
100.0,1.14262
4600.0,0.889175
4600.0,0.894508
1000.0,1.019622
2400.0,0.89608
4700.0,0.928606
500.0,1.075233
800.0,0.922683
2500.0,1.035674
2400.0,1.012924
800.0,1.096672
4000.0,0.980382
1400.0,1.047511
3700.0,0.990005
3900.0,0.917569
4700.0,0.87829
4500.0,0.876
900.0,0.969002
2700.0,1.05605
800.0,0.866811
4400.0,0.987218
3800.0,0.896798
1600.0,0.89896
1100.0,0.885108
4600.0,0.888668
4600.0,0.963912
4900.0,0.978503
4900.0,0.877442
3700.0,0.910898
3400.0,0.892949
2900.0,0.958122
200.0,0.853508
3200.0,0.956097
2800.0,0.863696
3200.0,0.94979
3700.0,0.964952
2400.0,0.907476
3000.0,1.005409
300.0,0.879263
2200.0,0.955208
600.0,0.987277
700.0,1.066002
3900.0,0.91054
2100.0,0.965799
2600.0,1.014812
1700.0,1.05531
2100.0,0.943646
3300.0,0.954601
2700.0,1.013281
4400.0,0.961661
2600.0,0.918545
2200.0,1.046515
3200.0,1.015376
600.0,1.075112
1800.0,1.0112
3600.0,1.042418
1800.0,0.999679
4400.0,0.971323
4900.0,0.957945
4400.0,0.886783
300.0,1.146112
3200.0,0.998037
2800.0,1.023311
1100.0,1.080385
1200.0,1.093407
3100.0,0.913852
1000.0,1.035916
200.0,1.272013
500.0,1.094957
1300.0,1.047896
3000.0,0.976412
1400.0,1.065657
1400.0,1.040374
4000.0,1.024903
3900.0,0.880907
1200.0,1.052999
3200.0,1.036675
3700.0,1.024167
3800.0,0.896816
4500.0,0.982251
4900.0,0.908274
100.0,0.90585
4700.0,0.89538
2400.0,1.043298
2300.0,1.001304
1800.0,1.053422
4500.0,0.872654
3600.0,0.995132
3800.0,0.959227
1300.0,1.062135
1600.0,1.054035
3200.0,0.862411
4200.0,0.996129
4700.0,0.974435
2200.0,1.041698
1800.0,0.962508
2500.0,0.922559
800.0,0.947063
1600.0,0.920791
1000.0,0.914751
4100.0,0.876642
4800.0,0.939154
2000.0,1.026449
4600.0,0.862665
4500.0,0.898898
3600.0,1.009642
4600.0,0.877153
4100.0,0.978918
2400.0,0.939139
4100.0,0.901666
4100.0,0.868394
3100.0,0.893015
2000.0,0.982167
300.0,0.86451
1600.0,0.972623
300.0,1.050288
2300.0,1.040061
3500.0,1.05622
2100.0,0.967641
1800.0,1.045754
3100.0,0.86238
1500.0,1.070763
2000.0,0.955416
3300.0,0.880857
100.0,1.153965
3900.0,0.874166
1300.0,0.949389
3500.0,0.914864
1500.0,0.926948
4500.0,0.902193
4000.0,0.928642
1000.0,1.05684
1000.0,1.059081
4700.0,0.874186
2500.0,0.91674
2000.0,0.911361
3200.0,0.892479
2800.0,0.943807
1300.0,1.068382
3700.0,0.994547
4700.0,0.955563
300.0,1.103526
2400.0,0.991478
1900.0,0.970359
600.0,1.045795
3500.0,0.994871
2600.0,0.935085
2600.0,0.917304
1200.0,1.045538
3000.0,0.90639
1200.0,0.970896
3600.0,0.919901
2000.0,1.050169
2300.0,1.053151
2700.0,1.037843
1600.0,0.93021
1900.0,1.048314
3900.0,0.971046
400.0,0.862622
3300.0,0.980396
3500.0,0.936674
4500.0,0.997196
4700.0,0.86788
2900.0,0.897223
4800.0,0.861082
1400.0,0.938593
600.0,0.890437
4800.0,0.873228
3000.0,0.967751
2600.0,1.022788
100.0,1.090666
700.0,1.060189
200.0,1.063076
1500.0,0.990727
3600.0,0.96938
4700.0,0.995574
2600.0,1.022241
600.0,1.148326
1400.0,1.042082
300.0,0.856572
1200.0,1.009595
400.0,0.862355
900.0,1.0325
1300.0,1.041905
2400.0,0.909575
1400.0,1.053103
2800.0,0.985875
700.0,1.058317
4400.0,1.027629
3400.0,0.872563
300.0,1.079447
200.0,1.046854
3900.0,0.866345
600.0,0.902664
800.0,1.002661
3800.0,0.978726
2100.0,0.979474
1900.0,1.035474
1500.0,1.049357
3700.0,1.008867
1300.0,1.145151
1000.0,1.063455
300.0,1.082386
900.0,1.111806
900.0,0.972628
400.0,1.027983
700.0,0.92839
4900.0,0.953888
2900.0,0.929672
2500.0,0.899668
2500.0,0.97479
100.0,0.857554
600.0,1.022155
2200.0,0.907597
4300.0,0.96461
4400.0,0.9983
1000.0,1.056189
4000.0,0.921321
1400.0,1.024816
100.0,1.008023
1000.0,1.021613
700.0,1.061546
2000.0,1.013014
4900.0,0.933922
3800.0,1.017845
3300.0,1.014947
1100.0,1.054008
3300.0,0.942615
3600.0,1.011961
2100.0,1.042569
500.0,0.871313
3400.0,0.877305
2000.0,1.017785
1400.0,1.039384
3800.0,0.923692
3000.0,0.891276
1600.0,1.052147
1100.0,1.216627
3000.0,1.099487
900.0,0.928908
300.0,1.055967
3600.0,0.971776
3800.0,1.022828
3600.0,0.974209
900.0,1.054981
4200.0,0.966098
2100.0,1.050815
3700.0,1.046969
600.0,1.023375
2200.0,1.016049
3700.0,1.007847
4000.0,1.020292
900.0,0.895998
1000.0,0.881932
1800.0,0.893272
4800.0,0.86734
3100.0,0.889345
4900.0,0.976182
1900.0,0.965084
900.0,1.011054
4100.0,0.888356
1100.0,0.89637
1300.0,0.982676
3700.0,0.86613
3200.0,0.891795
3400.0,0.931493
500.0,1.062193
2100.0,1.044252
4400.0,0.989407
2800.0,1.01462
1000.0,1.018345
2000.0,1.055404
700.0,1.068039
1300.0,0.994322
2600.0,0.98064
1900.0,0.939761
3500.0,0.881873
200.0,0.922472
800.0,0.918091
4900.0,0.879834
3800.0,1.018151
500.0,1.059075
400.0,1.072002
2300.0,1.04124
800.0,1.01402
1900.0,1.048827
4000.0,0.878542
2500.0,1.00198
2700.0,1.057338
2000.0,1.006499
1100.0,1.055307
3500.0,0.999106
1400.0,1.057275
1000.0,1.015805
300.0,0.869441
3100.0,0.992552
2800.0,1.049919
900.0,1.073127
3000.0,0.869451
2200.0,0.964217
500.0,0.939725
3500.0,0.923235
1600.0,1.048431
1600.0,0.861193
3100.0,0.877633
3800.0,0.920751
2100.0,0.909298
2900.0,0.957797
3100.0,1.043548
800.0,1.031126
4600.0,0.940372
2500.0,1.040099
2000.0,1.031659
4300.0,0.945538
1800.0,1.048571
3000.0,0.98175
3300.0,1.00314
3200.0,1.032303
3300.0,0.926798
800.0,1.018096
500.0,1.094371
2400.0,1.018973
4500.0,0.921319
100.0,1.330597
300.0,1.153492
1600.0,1.047173
3000.0,0.940576
3700.0,0.991654
100.0,0.996243
2700.0,1.049717
2300.0,1.04982
4700.0,0.978646
3100.0,0.953914
1400.0,1.045218
2700.0,0.983572
1100.0,1.019265
3200.0,0.95723
300.0,1.112606
2500.0,1.049366
4300.0,0.983211
400.0,1.051218
4100.0,0.982251
1600.0,1.063147
300.0,1.055423
2700.0,0.896727
600.0,0.970979
1600.0,1.025397
4800.0,0.932478
4000.0,0.88578
1300.0,0.940521
1000.0,0.855849
800.0,0.9462
4900.0,0.998331
1800.0,0.969067
500.0,1.073715
1600.0,1.036998
1500.0,0.905
4200.0,0.906483
2800.0,0.99789
4100.0,0.926885
300.0,1.097778
100.0,1.07033
4400.0,1.013519
300.0,1.060477
2600.0,0.984034
700.0,0.929336
700.0,1.027407
800.0,0.988899
2800.0,0.866178
1200.0,1.045461
2800.0,0.906439
4600.0,0.943364
4800.0,0.87496
4800.0,0.979929
800.0,1.028706
1600.0,1.055735
4500.0,0.881998
4700.0,0.881351
500.0,0.90635
2400.0,0.874998
1000.0,0.871043
500.0,0.914513
2200.0,0.864004
1200.0,0.963199
2100.0,0.989941
2600.0,0.930093
4400.0,0.988304
2200.0,1.051578
300.0,1.114259
2600.0,1.025397
4300.0,0.911979
2500.0,0.889696
3500.0,0.956752
2700.0,0.879611
1700.0,0.901759
1200.0,1.050914
2000.0,1.038077
4000.0,0.996812
1400.0,1.057285
4000.0,0.973706
2600.0,0.939709
400.0,1.14576
300.0,1.052022
3400.0,0.934299
2700.0,1.046774
4200.0,0.972395
1300.0,1.058379
800.0,1.05096
1300.0,1.019458
1300.0,1.0531
3500.0,0.9562
2000.0,1.028463
1800.0,1.033113
2600.0,1.002577
4300.0,0.937734
1600.0,1.059058
700.0,1.082422
2800.0,0.924961
4500.0,0.960541
2700.0,1.033326
3300.0,0.993348
3400.0,0.920602
2300.0,0.998312
1800.0,1.063436
4200.0,0.926154
4500.0,0.869966
1600.0,0.951063
1100.0,1.005066
1200.0,0.948128
2300.0,0.887416
4000.0,1.000813
4500.0,0.975709
4800.0,0.928954
1800.0,1.050257
4600.0,0.885629
3700.0,0.978679
2900.0,1.017059
100.0,1.299598
3400.0,0.875791
1400.0,0.980276
1500.0,1.033361
100.0,1.107157
1000.0,0.980933
2800.0,0.882485
3500.0,0.892673
4000.0,0.889251
1200.0,1.013848
100.0,1.305736
500.0,0.925945
4500.0,0.927358
400.0,1.046274
1700.0,0.994588
400.0,0.87615
4800.0,0.895608
3700.0,0.871552
2800.0,0.962472
4800.0,1.013007
100.0,1.063077
3000.0,1.028765
1000.0,1.045786
2400.0,0.936595
1800.0,0.951914
2600.0,0.999695
1900.0,0.968298
1200.0,0.981385
3300.0,0.85818
1000.0,0.979032
1700.0,0.949638
900.0,0.865719
2400.0,0.880592
2500.0,0.909055
200.0,0.871653
3100.0,0.889033
600.0,1.002097
1800.0,0.950285
3700.0,0.863399
2000.0,1.05611
1400.0,1.093966
300.0,1.053702
2000.0,1.06261
200.0,1.062292
3400.0,0.873983
3600.0,0.905296
3900.0,0.856714
1500.0,1.068337
200.0,0.956009
3500.0,0.874647
3200.0,1.016831
1800.0,0.920836
1600.0,0.891989
200.0,0.848988
2400.0,1.020071
500.0,0.987146
4900.0,1.013823
4100.0,0.941024
4600.0,0.963065
1100.0,1.085788
2300.0,0.995036
400.0,0.850326
1400.0,1.046281
4200.0,0.977348
800.0,1.051534
3500.0,0.996748
3800.0,0.941297
1300.0,1.040359
4500.0,0.962061
600.0,1.07139
1500.0,1.041933
2000.0,1.030234
4200.0,0.957515
3800.0,0.970156
1200.0,1.051433
1700.0,1.047842
2900.0,0.946911
500.0,1.060822
700.0,1.074831
4300.0,0.942955
4700.0,0.859583
800.0,1.0305
3100.0,0.913899
1800.0,1.050478
1700.0,1.099787
2200.0,0.938989
1300.0,0.867861
3600.0,0.896476
2900.0,0.930287
2900.0,1.051539
4300.0,0.995517
4500.0,0.916413
100.0,1.085954
900.0,1.062849
600.0,1.148086
200.0,1.070795
400.0,1.050606
4600.0,0.960352
400.0,1.184969
4600.0,0.95354
2000.0,1.053601
200.0,1.184551
400.0,1.048388
2500.0,0.908185
1600.0,0.987529
1900.0,0.878764
300.0,0.955457
2200.0,0.883274
3500.0,0.94018
3600.0,0.984238
4700.0,0.972658
4500.0,0.912547
3100.0,0.930969
3600.0,0.909859
1000.0,0.985872
1900.0,0.869392
4300.0,0.908302
900.0,0.989859
3400.0,0.993907
1900.0,1.059232
4800.0,0.893458
2500.0,0.88552
2000.0,0.96689
700.0,0.989647
4600.0,0.891983
1100.0,1.032736
700.0,1.041352
700.0,0.975293
200.0,1.184951
4100.0,0.957993
1000.0,1.053283
2800.0,0.930469
3200.0,0.862343
3700.0,0.992207
